service_id,date,exception_type
148A599,20111126,2
147A599,20111126,2
148A599,20111127,2
147A599,20111127,2
147A599,20101125,2
148A599,20101125,2
147A599,20101126,2
148A599,20101126,2
148A599,20111225,2
147A599,20111225,2
147A599,20101225,2
148A599,20101225,2
147A599,20110101,2
147A599,20110118,2
147A599,20110215,2
147A599,20110531,2
147A599,20110705,2
147A599,20110906,2
