route_id,service_id,trip_id,direction_id,block_id,shape_id,trip_type
6,U.327,2712340,1,606,103234,
6,U.327,2712339,1,601,103234,
6,U.327,2712338,1,604,103234,
6,U.327,2712337,1,603,103234,
6,U.327,2712336,1,605,103234,
6,U.327,2712335,1,602,103234,
6,U.327,2712334,1,606,103234,
6,U.327,2712333,1,601,103234,
6,U.327,2712332,1,604,103234,
6,U.327,2712331,1,603,103234,
6,U.327,2712330,1,605,103234,
6,U.327,2712329,1,602,103234,
6,U.327,2712328,1,606,103234,
6,U.327,2712327,1,601,103234,
6,U.327,2712326,1,604,103234,
6,U.327,2712325,1,603,103234,
6,U.327,2712324,1,605,103234,
6,U.327,2712323,1,602,103234,
6,U.327,2712322,1,606,103234,
6,U.327,2712321,1,601,103234,
6,U.327,2712320,1,604,103234,
6,U.327,2712319,1,603,103234,
6,U.327,2712318,1,605,103234,
6,U.327,2712317,1,602,103234,
6,U.327,2712316,1,601,103234,
6,U.327,2712315,1,604,103234,
6,U.327,2712314,1,603,103234,
6,U.327,2712313,1,602,103234,
6,U.327,2712312,1,601,103234,
6,U.327,2712311,1,603,103234,
6,U.327,2712310,1,602,103234,
6,U.327,2712309,1,601,103234,
6,S.327,2712306,1,604,103234,
6,S.327,2712305,1,605,103234,
6,S.327,2712304,1,606,103234,
6,S.327,2712303,1,601,103234,
6,S.327,2712302,1,604,103234,
6,S.327,2712301,1,603,103234,
6,S.327,2712300,1,605,103234,
6,S.327,2712299,1,606,103234,
6,S.327,2712298,1,601,103234,
6,S.327,2712297,1,604,103234,
6,S.327,2712296,1,603,103234,
6,S.327,2712295,1,605,103234,
6,S.327,2712294,1,602,103234,
6,S.327,2712293,1,606,103234,
6,S.327,2712292,1,601,103234,
6,S.327,2712291,1,604,103234,
6,S.327,2712290,1,603,103234,
6,S.327,2712289,1,605,103234,
6,S.327,2712288,1,602,103234,
6,S.327,2712287,1,606,103234,
6,S.327,2712286,1,601,103234,
6,S.327,2712285,1,604,103234,
6,S.327,2712284,1,603,103234,
6,S.327,2712283,1,605,103234,
6,S.327,2712282,1,602,103234,
6,S.327,2712281,1,606,103234,
6,S.327,2712280,1,601,103234,
6,S.327,2712279,1,604,103234,
6,S.327,2712278,1,603,103234,
6,S.327,2712277,1,605,103234,
6,S.327,2712276,1,602,103234,
6,S.327,2712275,1,606,103234,
6,S.327,2712274,1,601,103234,
6,S.327,2712273,1,604,103234,
6,S.327,2712272,1,603,103234,
6,S.327,2712271,1,605,103234,
6,S.327,2712270,1,602,103234,
6,S.327,2712269,1,606,103234,
6,S.327,2712268,1,601,103234,
6,S.327,2712267,1,604,103234,
6,S.327,2712266,1,603,103234,
6,S.327,2712265,1,605,103234,
6,S.327,2712264,1,602,103234,
6,S.327,2712263,1,601,103234,
6,S.327,2712262,1,604,103234,
6,S.327,2712261,1,603,103234,
6,S.327,2712260,1,602,103234,
6,S.327,2712259,1,601,103234,
6,S.327,2712258,1,603,103234,
6,S.327,2712257,1,602,103234,
6,S.327,2712256,1,601,103234,
6,S.327,2712308,1,605,103234,
6,S.327,2712307,1,606,103234,
8,W.327,2712546,0,801,103235,
8,W.327,2712540,0,813,103235,
8,W.327,2712535,0,809,103235,
8,W.327,2712548,0,806,103236,
8,W.327,2712544,0,804,103236,
8,W.327,2712542,0,814,103236,
8,W.327,2712538,0,806,103236,
8,W.327,2712533,0,815,103236,
8,W.327,2712519,0,801,103236,
8,W.327,2712523,0,815,103237,
8,W.327,2712521,0,811,103237,
8,W.327,2712516,0,804,103238,
8,S.327,2712422,0,802,103238,
8,W.327,2712554,0,809,103239,
8,W.327,2712552,0,816,103239,
8,W.327,2712550,0,815,103239,
8,W.327,2712547,0,808,103239,
8,W.327,2712545,0,807,103239,
8,W.327,2712541,0,803,103239,
8,W.327,2712539,0,811,103239,
8,W.327,2712536,0,801,103239,
8,W.327,2712534,0,804,103239,
8,W.327,2712530,0,814,103239,
8,W.327,2712529,0,813,103239,
8,W.327,2712527,0,806,103239,
8,W.327,2712525,0,809,103239,
8,U.327,2712513,0,806,103239,
