trip_id,start_time,end_time,headway_secs,exact_times
17282A262B317,07:00:00,18:10:00,3600,1
17185A262B317,08:00:00,17:30:00,2400,1
17249A262B317,05:15:00,06:25:00,3600,1
17183A262B317,07:10:00,18:50:00,2400,1
17255A262B317,07:18:00,08:18:00,3600,1
17283A262B317,07:30:00,18:40:00,3600,1
17284A262B317,07:30:00,17:40:00,7200,1
17285A262B317,07:00:00,18:10:00,3600,1
17187A263B317,10:30:00,16:40:00,3600,1
18018A262B317,08:30:00,18:40:00,7200,1
17184A262B317,06:50:00,17:40:00,2400,1
